label,text,source
ham,I'm in office now . I will call you  &lt;#&gt;  min:),sms-spam
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",sms-spam
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",sms-spam
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,sms-spam
ham,26th OF JULY,sms-spam
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,sms-spam
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,sms-spam
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,sms-spam
ham,"I can't, I don't have her number!",sms-spam
ham,Change again... It's e one next to escalator...,sms-spam
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,sms-spam
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,sms-spam
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,sms-spam
ham,"Aight will do, thanks again for comin out",sms-spam
ham,No..but heard abt tat..,sms-spam
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms-spam
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,sms-spam
ham,&lt;#&gt;  am I think? Should say on syllabus,sms-spam
ham,Umma. Did she say anything,sms-spam
ham,Give me a sec to think think about it,sms-spam
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,sms-spam
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,sms-spam
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",sms-spam
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",sms-spam
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,sms-spam
ham,"I just got home babe, are you still awake ?",sms-spam
ham,I dunno they close oredi not... Ü v ma fan...,sms-spam
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,sms-spam
ham,"Ya, told..she was asking wats matter?",sms-spam
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",sms-spam
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,sms-spam
ham,Shall i send that exe to your mail id.,sms-spam
ham,Nope watching tv at home... Not going out. V bored...,sms-spam
ham,Don know..wait i will check it.,sms-spam
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",sms-spam
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,sms-spam
ham,We still on for tonight?,sms-spam
ham,May i call You later Pls,sms-spam
ham,Hasn't that been the pattern recently crap weekends?,sms-spam
ham,I have a sore throat. It's scratches when I talk,sms-spam
ham,Yes da. Any plm at ur office,sms-spam
ham,Are you not around or just still asleep? :V,sms-spam
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",sms-spam
ham,"Its good, we'll find a way",sms-spam
ham,Can not use foreign stamps in this country. Good lecture .,sms-spam
ham,Yup bathe liao...,sms-spam
ham,HAPPY NEW YEAR MY NO.1 MAN,sms-spam
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",sms-spam
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,sms-spam
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",sms-spam
ham,"No my blankets are sufficient, thx",sms-spam
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",sms-spam
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",sms-spam
ham,They just talking thats it de. They wont any other.,sms-spam
ham,Today am going to college so am not able to atten the class.,sms-spam
ham,I'm in class. Will holla later,sms-spam
ham,Easy ah?sen got selected means its good..,sms-spam
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,sms-spam
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",sms-spam
ham,"Come round, it's . ",sms-spam
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",sms-spam
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",sms-spam
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,sms-spam
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,sms-spam
ham,Are you available for soiree on June 3rd?,sms-spam
ham,Do u noe wat time e place dat sells 4d closes?,sms-spam
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",sms-spam
ham,Jay's getting really impatient and belligerent,sms-spam
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,sms-spam
ham,I'm at work. Please call,sms-spam
ham,Then u drive lor.,sms-spam
ham,Ard 515 like dat. Y?,sms-spam
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,sms-spam
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,sms-spam
ham,I'm working technical support :)voice process.networking field.,sms-spam
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,sms-spam
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,sms-spam
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,sms-spam
ham,"That's fine, I'll bitch at you about it later then",sms-spam
ham,No my mum went 2 dentist.,sms-spam
ham,Once free call me sir. I am waiting for you.,sms-spam
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,sms-spam
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,sms-spam
ham,Jus finish bathing...,sms-spam
ham,"alright, I'll make sure the car is back tonight",sms-spam
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,sms-spam
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,sms-spam
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,sms-spam
ham,Aight ill get on fb in a couple minutes,sms-spam
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,sms-spam
ham,Where can download clear movies. Dvd copies.,sms-spam
ham,"Yep, by the pretty sculpture",sms-spam
ham,Convey my regards to him,sms-spam
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,sms-spam
ham,You tell what happen dont behave like this to me. Ok no need to say,sms-spam
ham,Can u get pic msgs to your phone?,sms-spam
ham,Send to someone else :-),sms-spam
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,sms-spam
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,sms-spam
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",sms-spam
ham,I don't think he has spatula hands!,sms-spam
ham,You can never do NOTHING,sms-spam
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,sms-spam
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,sms-spam
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,sms-spam
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,sms-spam
ham,Where r we meeting?,sms-spam
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",sms-spam
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,sms-spam
ham,Ryder unsold.now gibbs.,sms-spam
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,sms-spam
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,sms-spam
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,sms-spam
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,sms-spam
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,sms-spam
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",sms-spam
ham,Black shirt n blue jeans... I thk i c ü...,sms-spam
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,sms-spam
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,sms-spam
ham,on hen night. Going with a swing,sms-spam
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",sms-spam
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,sms-spam
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),sms-spam
ham,S s..first time..dhoni rocks...,sms-spam
ham,Ok ill tell the company,sms-spam
ham,"Awesome, think we can get an 8th at usf some time tonight?",sms-spam
ham,So that means you still think of teju,sms-spam
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",sms-spam
ham,No no:)this is kallis home ground.amla home town is durban:),sms-spam
ham,So lets make it saturday or monday as per convenience.,sms-spam
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,sms-spam
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",sms-spam
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,sms-spam
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",sms-spam
ham,Cancel cheyyamo?and get some money back?,sms-spam
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,sms-spam
ham,Ok.ok ok..then..whats ur todays plan,sms-spam
ham,Good morning princess! How are you?,sms-spam
ham,Aiyar sorry lor forgot 2 tell u...,sms-spam
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,sms-spam
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,sms-spam
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",sms-spam
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,sms-spam
ham,"So check your errors and if you had difficulties, do correction.",sms-spam
ham,Howz pain?hope u r fine..,sms-spam
ham,"Sorry, I'll call later",sms-spam
ham,Good morning princess! How are you?,sms-spam
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",sms-spam
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,sms-spam
ham,K do I need a login or anything,sms-spam
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,sms-spam
ham,LOL ... No just was busy,sms-spam
ham,What * u wearing?,sms-spam
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,sms-spam
ham,Oh:)as usual vijay film or its different?,sms-spam
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,sms-spam
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,sms-spam
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,sms-spam
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,sms-spam
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",sms-spam
ham,Babe ? I lost you ... :-(,sms-spam
ham,Ok... Help me ask if she's working tmr a not?,sms-spam
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,sms-spam
ham,Not a drop in the tank,sms-spam
ham,(That said can you text him one more time?),sms-spam
ham,"Sorry, I'll call later",sms-spam
ham,Ok i go change also...,sms-spam
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),sms-spam
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,sms-spam
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sms-spam
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,sms-spam
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,sms-spam
ham,Hey! There's veggie pizza... :/,sms-spam
ham,Yun buying... But school got offer 2000 plus only...,sms-spam
ham,You sure your neighbors didnt pick it up,sms-spam
ham,K. I will sent it again,sms-spam
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,sms-spam
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",sms-spam
ham,Well. Im computerless. Time to make some oreo truffles,sms-spam
ham,"Haha yeah I see that now, be there in a sec",sms-spam
ham,I am not having her number sir,sms-spam
ham,Lol now I'm after that hot air balloon!,sms-spam
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,sms-spam
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,sms-spam
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",sms-spam
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",sms-spam
ham,Happy new years melody!,sms-spam
ham,Ü dun need to pick ur gf?,sms-spam
ham,Yay! You better not have told that to 5 other girls either.,sms-spam
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,sms-spam
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",sms-spam
ham,Just nw i came to hme da..,sms-spam
ham,"I'm outside islands, head towards hard rock and you'll run into me",sms-spam
ham,To day class is there are no class.,sms-spam
ham,I'm in chennai velachery:),sms-spam
ham,You flippin your shit yet?,sms-spam
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",sms-spam
ham,Am i that much bad to avoid like this?,sms-spam
ham,"Yo, you around? Just got my car back",sms-spam
ham,Annoying isn't it.,sms-spam
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",sms-spam
ham,There's no point hangin on to mr not right if he's not makin u happy,sms-spam
ham,All will come alive.better correct any good looking figure there itself..,sms-spam
ham,In that case I guess I'll see you at campus lodge,sms-spam
ham,We're done...,sms-spam
ham,Come to my home for one last time i wont do anything. Trust me.,sms-spam
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,sms-spam
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sms-spam
ham,Ok... C ya...,sms-spam
spam,You have 1 new voicemail. Please call 08719181503,sms-spam
ham,What he said is not the matter. My mind saying some other matter is there.,sms-spam
ham,He also knows about lunch menu only da. . I know,sms-spam
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",sms-spam
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,sms-spam
ham,Otherwise had part time job na-tuition..,sms-spam
ham,I know she called me,sms-spam
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",sms-spam
ham,Thanks for understanding. I've been trying to tell sura that.,sms-spam
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,sms-spam
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,sms-spam
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sms-spam
ham,I need you to be in my strong arms...,sms-spam
ham,Also maaaan are you missing out,sms-spam
ham,His bday real is in april .,sms-spam
ham,Guessin you ain't gonna be here before 9?,sms-spam
ham,Ok then i will come to ur home after half an hour,sms-spam
ham,"Yo, the game almost over? Want to go to walmart soon",sms-spam
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",sms-spam
ham,I'll text now! All creepy like so he won't think that we forgot,sms-spam
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",sms-spam
spam,You have 1 new voicemail. Please call 08719181513.,sms-spam
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",sms-spam
ham,K..k..i'm also fine:)when will you complete the course?,sms-spam
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",sms-spam
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,sms-spam
ham,Prakesh is there know.,sms-spam
ham,Teach me apps da. When you come to college.,sms-spam
ham,Rofl betta invest in some  anti aging products,sms-spam
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,sms-spam
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sms-spam
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,sms-spam
ham,So ü'll be submitting da project tmr rite?,sms-spam
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,sms-spam
ham,Jus ans me lar. U'll noe later.,sms-spam
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,sms-spam
ham,have got * few things to do. may be in * pub later.,sms-spam
ham,1's finish meeting call me.,sms-spam
ham,Lol ok. I'll snatch her purse too.,sms-spam
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,sms-spam
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,sms-spam
ham,How much are we getting?,sms-spam
ham,Is ur paper in e morn or aft tmr?,sms-spam
ham,"Dear relieved of westonzoyland, all going to plan this end too!",sms-spam
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,sms-spam
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,sms-spam
ham,"I want to show you the world, princess :) how about europe?",sms-spam
ham,Nobody can decide where to eat and dad wants Chinese,sms-spam
ham,No shoot me. I'm in the docs waiting room. :/,sms-spam
ham,Now? I'm going out 4 dinner soon..,sms-spam
ham,Hello which the site to download songs its urgent pls,sms-spam
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",sms-spam
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,sms-spam
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",sms-spam
ham,"I call you later, don't have network. If urgnt, sms me.",sms-spam
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,sms-spam
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,sms-spam
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,sms-spam
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,sms-spam
ham,What your plan for pongal?,sms-spam
ham,Just wait till end of march when el nino gets himself. Oh.,sms-spam
ham,"Not yet chikku..going to room nw, i'm in bus..",sms-spam
ham,Am also doing in cbe only. But have to pay.,sms-spam
ham,Honey boo I'm missing u.,sms-spam
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sms-spam
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",sms-spam
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",sms-spam
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",sms-spam
ham,Ok. No wahala. Just remember that a friend in need ...,sms-spam
ham,I will see in half an hour,sms-spam
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",sms-spam
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",sms-spam
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,sms-spam
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,sms-spam
ham,"Tee hee. Off to lecture, cheery bye bye.",sms-spam
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sms-spam
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,sms-spam
ham,Ok...,sms-spam
spam,network operator. The service is free. For T & C's visit 80488.biz,sms-spam
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,sms-spam
ham,Wot u up 2 u weirdo?,sms-spam
ham,Can do lor...,sms-spam
ham,Dont put your phone on silent mode ok,sms-spam
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,sms-spam
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,sms-spam
ham,Oh ho. Is this the first time u use these type of words,sms-spam
ham,Am I the only one who doesn't stalk profiles?,sms-spam
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",sms-spam
ham,Yes i thought so. Thanks.,sms-spam
ham,But if she.s drinkin i'm ok.,sms-spam
ham,"Just wondering, the others just took off",sms-spam
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",sms-spam
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",sms-spam
ham,Happy new year to u too!,sms-spam
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",sms-spam
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,sms-spam
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",sms-spam
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,sms-spam
ham,Happy birthday... May all ur dreams come true...,sms-spam
ham,Aiyah u did ok already lar. E nydc at wheellock?,sms-spam
ham,TELL HER I SAID EAT SHIT.,sms-spam
ham,Sure! I am driving but will reach my destination soon.,sms-spam
ham,"K so am I, how much for an 8th? Fifty?",sms-spam
ham,Your daily text from me – a favour this time,sms-spam
ham,Great to hear you are settling well. So what's happenin wit ola?,sms-spam
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,sms-spam
ham,I tot u reach liao. He said t-shirt.,sms-spam
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",sms-spam
ham,I cant pick the phone right now. Pls send a message,sms-spam
ham,Your right! I'll make the appointment right now.,sms-spam
ham,Designation is software developer and may be she get chennai:),sms-spam
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,sms-spam
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",sms-spam
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,sms-spam
ham,"Ok, be careful ! Don't text and drive !",sms-spam
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",sms-spam
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,sms-spam
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,sms-spam
ham,How abt making some of the pics bigger?,sms-spam
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,sms-spam
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",sms-spam
ham,Why nothing. Ok anyway give me treat,sms-spam
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",sms-spam
ham,Ok...,sms-spam
ham,Correct. So how was work today,sms-spam
ham,"Just sent again. Do you scream and moan in bed, princess?",sms-spam
